page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛의 여정,skip_disable,,,,
2,챕터12,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,부활한 다크닉스,,right,,,,[너희들은 어둠의 수호자인 나를 이길 수 없다.],,italic,,,,,,,
4,,,고니,,left,fury,,,"저 도마뱀, 정말 괴물은 괴물인데.. 말도 안되게 강해.",,,,,,,,,
5,,,두른,,left,thought,,,그래도 명색이 최종 보스인데 쉽게 쓰러지면.. 피날레에 힘이 빠지지.,,,,,,,,,
6,,,모코지,,left,fury,,,"스승님, 피날레 같은 거 보다는 우리 목숨에 좀 더 신경을 쓰시는 게..",,,,,,,,,
7,,,케사스,,left,fury,,,조심해! 놈이 다시 온다!,,,,,,,,,
8,,,부활한 다크닉스,,right,,attack,,,,,0.8,skip_disable,clear_text,,,,efx_story_fury
9,,,,,,,,,,,,1.5,clear_all,white_in,skip_disable,,,
10,빛과어둠의수호자,,,,,,,,,,,0.5,skip_disable,,,,,
11,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_lobby,,
12,,,,,,,,,,,,2,skip_disable,,,,,
13,,,부활한 다크닉스,,left,,,,[고대신룡.. 네놈이 또..],,italic,,,,,,,
14,,,고대신룡,,right,,,,"[빛의 종자들아, 물러서라. 마침내 빛의 의지가 실현되었다.]",,italic,,,,,,,
15,,,고대신룡,,right,,,,"[다크닉스, 나의 형제여, 그대는 창조신이 정해놓은 질서를 범했다.]",,italic,,,,,,,
16,,,부활한 다크닉스,,left,,,,[그래서 마이아가.. 나의 마이아가 죽은 것도 창조주의 뜻이란 말이더냐!],,italic,,,,,,,
17,,,고대신룡,,right,,,,"[그것은 마이아의 의지였고, 빛의 신 아모르의 의지이기도 한 것이다.]",,italic,,,,,,,
18,,,고대신룡,,right,,,,"[형제여, 나에게도 마이아는 소중한 존재였고, 나 역시 그녀를 내 가슴 속에 묻었다.]",,italic,,,,,,,
19,,,고대신룡,,right,,,,[생각하라. 그녀가 자신을 희생해서 지키고자 했던 것이 무엇인지를!],,italic,,,,,,,
20,,,부활한 다크닉스,,left,,,,"[크하하하, 마이아에게 고통의 굴레 씌운 신과 그가 만든 이 세상에게 복수하겠다.]",,italic,,,,,,,
21,,,부활한 다크닉스,,left,,,,[모두 부숴버릴 것이다! 신이 나의 모든 것을 빼앗아갔던 것처럼!],,italic,,,,,,,
22,,,부활한 다크닉스,,left,,,,[반드시 돌아오겠다! 크아아아!],,italic,,,,,,,
23,,,,,,,,,,,,1.5,clear_all,white_in,skip_disable,,,
24,,,,,,,,,,,,0.5,skip_disable,,,,,
25,추락하는어둠의수호자,,,,,,,,,,,1,fadeout,skip_disable,,,,
26,,,,,,,,,,,,2.5,skip_disable,shaking,,,,efx_story_fury
27,챕터12,,,,,,,,,,,0.5,skip_disable,,,,,
28,,,고대신룡,,left,,,,[수고했다. 그대로 인해 세상은 어둠의 위협에서 벗어났다.],,,,,,,,,
29,,,누리,,right,idle,,,아니에요. 저 혼자서라면 할 수 없었을 거에요. 날 믿어준 동료들 덕분이에요.,,,,,,,,,
30,,,누리,,right,idle,,,근데.. 다크닉스는 정말 사라진 건가요?,,,,,,,,,
31,,,고대신룡,,left,,,,"[창조신의 균형은 깨어졌고, 어둠은 완전히 사라지지 않았다.]",,,,,,,,,
32,,,누리,,right,idle,,,역시나 그렇군요. 하지만 괜찮아요. 누구보다 강한 동료들이 있으니까.,,,,,,,,,
33,,,누리,,right,idle,,,그리고 나 역시 더 강해질 거니까.,,,,,,,,,
34,,,고대신룡,,left,,,,[믿음직스럽구나. 과연 빛의 종자로구나.],,,,,,,,,
35,,,누리,,right,idle,,,"헤헤, 당연하죠!",,,,,,,,,
36,,,고대신룡,,left,,,,[이번 임무를 완수한 보상으로 일러둘 것이 있다.],,,,,,,,,
37,,,누리,,right,idle,,,그게 뭐죠..?,,,,,,,,,
38,,,고대신룡,,left,,,,[그는 살아있다.],,,,,,,,,
39,,,누리,,right,idle,,,네? 그라면..,,,,,,,,,
40,,,누리,,right,happy,,,설마!,,,,,,,,,
41,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
42,로비,,,,,,,,,,,0.5,skip_disable,,,,,
43,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_everyday,,
44,,,고니,,left,happy,,,"헤헤, 이제부터 '정규' 드래곤 테이머 고니 님이시라고!",,,,,,,,,
45,,,고니,,left,happy,,,"(헤헤, 어서 유리아 누나한테 가서..)",,,,,,,,,
46,,,데데,,right,happy,,,축하해요. 정규 드래곤 테어머님.,,,,,,,,,
47,,,케사스,,right,happy,,,"쳇, 그렇게 좋아? 입이 귀에 걸렸네 걸렸어.",,,,,,,,,
48,,,케사스,,right,idle,,,네 말대로 나중에 테이머 마스터라도 되는 날에는 입이 찢어지겠어?,,,,,,,,,
49,,,고니,,left,fury,,,"흥, 이제 슬슬 두렵나보군! 왜 내가 먼저 테이머 마스터가 될까봐?",,,,,,,,,
50,,,케사스,,right,happy,,,"뭐, 일단 축하는 해드릴게. 그런다고 유리아 누나가 너한테 관심을 줄 거 같지는 않지만..",,,,,,,,,
51,,,고니,,left,fury,,,"뭐야? 케사스 이 자식, 어떻게 그걸!",,,,,,,,,
52,,,모코지,,right,happy,,,그만해요. 이렇게 즐거운 날에..,,,,,,,,,
53,,,두른,,left,thought,,,허어.. 나 같은 어른에게는 백 마디의 축하보다는 한 푼의 연구비가 더 절실한데 말이야.,,,,,,,,,
54,,,데데,,right,thought,,,걱정 마세요. 시간이 좀 걸리긴 할 테지만 충분히 챙겨 드릴 거에요.,,,,,,,,,
55,,,두른,,left,fury,,,"그거 참 반가운 소식이군! 자, 그럼 엔딩을 장식할 장면을 남겨야겠지?",,,,,,,,,
56,,,누리,,right,idle,,,(결국은 해냈구나.. 이제야 실감이 나네.),,,,,,,,,
57,,,누리,,right,idle,,,"(내가 이 세상에 온 이유, 그걸 안 것만으로 만족해야하는 걸까..)",,,,,,,,,
58,,,누리,,right,happy,,,(하지만 아직 만나지 못했어..),,,,,,,,,
59,,,고니,,left,happy,,,"누리 님, 우리 다 같이 사진 한 장 찍는대요!",,,,,,,,,
60,,,누리,,right,fury,,,"사진? 잠깐만, 나 머리가 좀..",,,,,,,,,
61,,,케사스,,left,fury,,,"어어.. 고니, 밀지 마!",,,,,,,,,
62,,,고니,,right,fury,,,"저리 좀 가봐, 누리 님도 나와야지!",,,,,,,,,
63,,,모코지,,left,fury,,,"어머, 고니 님. 조심해요! 이러다 넘어지겠어요!",,,,,,,,,
64,,,두른,,right,fury,,,아니 이것들이! 이 두른 님이 준비한 대망의 엔딩을 망치지 말라고!,,,,,,,,,
65,,,데데,,left,fury,,,"자, 잠깐만요! 여기도 사람 있어요!",,,,,,,,,
66,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
67,엉망이된사진속의인물들,,,,,,,,,,,0.5,skip_disable,,,,,
68,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_ready,,
69,,,,,,,,,,,,3.5,skip_disable,,,,,
70,,,누리,,right,idle,,,반드시 찾으러 갈게!,,,,,,,,,
71,,,누리,,right,idle,,,아라한..,,,,,,,,,
72,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
73,챕터12,,,,,,,,,,,0.5,skip_disable,,,,,
74,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_boss,,
