page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;조력자,skip_disable,,,,
2,챕터5,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,두른,,right,thought,,,"흐음, 과연 그렇군. 역시 내 제자의 눈은 틀리지 않았어.",,,,,,,,,
4,,,고니,,left,thought,,,그게 대체 무슨 말씀이시죠?,,,,,,,,,
5,,,두른,,right,thought,,,모코지의 말 대로야. 몬스터의 마력은 일정한 방향으로 흘러 사라지고 있어.,,,,,,,,,
6,,,데데,,left,thought,,,분명히 용기의 수호자가 말했어요. 새로운 생명을 잉태되고 있다고.,,,,,,,,,
7,,,데데,,left,fury,,,설마 이 마력을 이용해 어둠의 수호자를 깨우려는 게 아닐까요?,,,,,,,,,
8,,,두른,,right,thought,,,"내가 지고한 수호자만큼 유능한 존재는 아니지만, 그렇게 멍청한 편은 아니야.",,,,,,,,,
9,,,두른,,right,thought,,,겨우 이 정도 양의 마력으로는 어둠의 수호자를 부활시킬 수 없을 거야.,,,,,,,,,
10,,,케사스,,left,idle,,,이상하군요. 검은 로브의 가장 중요한 목표는 다크닉스의 부활일 텐데.,,,,,,,,,
11,,,케사스,,left,idle,,,다른 목표로 움직이는 검은 로브가 있다라? 마치 내분이라도 일어난 것 같군요.,,,,,,,,,
12,,,두른,,right,thought,,,"그럴지도 모르지? 뭐, 일단은 우리가 할 수 있는 일을 먼저 하자.",,,,,,,,,
13,,,두른,,right,idle,,,자~ 모코지? 아까 말한 것들은 확실히 준비해뒀겠지?,,,,,,,,,
14,,,모코지,,left,happy,,,"네, 아까 몬스터의 마력을 분석했고. 말씀하신 장치도 준비해뒀어요.",,,,,,,,,
15,,,누리,,right,idle,,,모코지 님. 그 장치는 대체 뭐죠?,,,,,,,,,
16,,,모코지,,left,happy,,,마력을 추적하는 마공학 장치에요. 이걸로 마력의 흐름을 추적할 수 있어요.,,,,,,,,,
17,,,모코지,,left,happy,,,"마력을 추적하다 보면, 자연스레 마력이 뭉치는 장소를 알 수 있을 거예요.",,,,,,,,,
18,,,케사스,,right,thought,,,음? 마력이 뭉치는 장소가 수호자가 말한 위험한 존재가 있는 곳이란 건가?,,,,,,,,,
19,,,두른,,left,idle,,,보기보다 눈썰미가 좋군. 맞아. 이제 추적하는 일만 남은 셈이지.,,,,,,,,,
20,,,데데,,right,idle,,,그렇다면 어서 출발하죠. 녀석의 음모를 막는 것이 무엇보다 중요하니까요.,,,,,,,,,
21,,,고니,,left,happy,,,같은 생각입니다! 모두 힘을 합쳐서 이 위기를 극복하자고요!,,,,,,,,,
22,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
23,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_boss,,
24,,,질서유지장치,,right,,,,대상이 현재 지점으로 이동 중. 위협 수치 증가. 대응 방식을 선택하십시오.,,,,,,,,,
25,,,검은로브 보스,,left,,,,"별 상관은 없지만, 그냥 오게 두면 재미가 없지. 연결통로를 모두 파괴하라.",,,,,,,,,
26,,,질서유지장치,,right,,,,명령 수행 중. 연결통로 파괴.,,,,,,,,,
27,,,,,,,,,,,,1,black_in,skip_disable,,,,
