page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛을 찾아서,skip_disable,,,,
2,챕터12,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,검은로브,,left,,,,놈들이 다시 움직이기 시작했습니다.,,,,,,,,,
4,,,검은로브 보스,,right,,,,반가운 소식이군. 손님이 오셨으니 마중을 나가야겠지?,,,,,,,,,
5,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
6,,,,,,,,,,,,1,fadeout,skip_disable,,,,
7,,,맹독 거미여왕,,right,,,,하아아… 하아아…,,,,,,,,,
8,,,검은로브 보스,,left,,,,때가 왔다. 가거라. 가서 빛의 종자들을 없애라.,,,,,,,,,
9,,,검은로브 보스,,left,,,,그리고 녀석들이 찾고 있는 첫 번째 빛의 조각을 빼앗아 오거라.,,,,,,,,,
10,,,검은로브 보스,,left,,,,그리하면 너의 주인이 기뻐하리라.,,,,,,,,,
11,,,맹독 거미여왕,,right,,,,하아아… 어둠의 뜻대로!,,,,,,,,,
12,,,맹독 거미여왕,,right,,disappear_side,,,,,0.5,skip_disable,,,,,
13,,,검은로브,,right,,appear_side,,저것 혼자서 놈들을 감당할 수 있겠습니까?,,,,,,,,,
14,,,검은로브 보스,,left,,,,당연히 안되겠지.,,,,,,,,,
15,,,검은로브,,right,,,,그리 생각하시면서 대체 왜?,,,,,,,,,
16,,,검은로브 보스,,left,,,,해가 밝을수록 그림자는 짙어지는 법.,,,,,,,,,
17,,,검은로브 보스,,left,,,,놈들이 빛에 가까워질수록 우리의 어둠 또한 강해지지.,,,,,,,,,
18,,,검은로브 보스,,left,,,,아름답게 멸망해 가는 이 세상을 위해 건배! 크하하하!,,,,,,,,,
19,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
20,챕터7,,,,,,,,,,,0.5,skip_disable,,,,,
21,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
22,,,고니,,left,fury,,,"저, 저건? 몬스터들이잖아!",,,,,,,,,
23,,,케사스,,right,idle,,,끈질긴 녀석들 쉽게 보내주지 않겠단 뜻인가?,,,,,,,,,
24,,,데데,,left,idle,,,몬스터는 본래 마력이 응집한 장소에 몰려드는 습성이 있어요.,,,,,,,,,
25,,,데데,,left,fury,,,제대로 길을 찾아온 것 같아요. 모두 저 무리를 물리치고 앞으로 나가요!,,,,,,,,,
26,,,,,,,,,,,,1,black_in,skip_disable,,,,
