page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;믿음,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,bgm_sorrow,,
3,,,데데,,left,sorrow,,,나 때문이야.. 내가 고민한 탓에 마을도 제단도 모두 엉망이 된 거야.,,,,,,,,,
4,,,모코지,,right,idle,,,데데 님. 잘못이 아니에요. 너무 자신을 책망하지 마세요.,,,,,,,,,
5,,,케사스,,right,thought,,,"그것 봐, 이게 네가 선택한 결과야. 지금쯤이면 수호자의 제단도 박살 났겠지.",,,,,,,,,
6,,,모코지,,right,fury,,,케사스!!,,,,,,,,,
7,,,케사스,,right,thought,,,"난 틀린 말 한 적 없어요. 단지, 이렇게 된 결과는 나도 썩 마음에 들지 않지만.",,,,,,,,,
8,,,누리,,right,idle,,,데데. 네 노력이 헛되이 끝났다고 생각하는 건 너무 이른 판단이야.,,,,,,,,,
9,,,데데,,left,sorrow,,,네..?,,,,,,,,,
10,,,고니,,right,happy,,,마을 사람들은 네가 올 줄 알고 지하 창고에 숨어 있었어. 모두 무사해.,,,,,,,,,
11,데데를위로하는고니,,,,,,,,,,,3,clear_char,clear_text,skip_disable,,,
12,,,데데,,left,sorrow,,,"아, 다행이야. 정말 다행이야..",,,,,,,,,
13,,,케사스,,right,thought,,,"하지만, 제단이 박살 나지 않았다고 생각할 순 없잖아요.",,,,,,,,,
14,,,케사스,,right,thought,,,우리는 몬스터 무리가 제단으로 향하는 걸 막지 않고 마을을 구하러 왔어요.,,,,,,,,,
15,,,고니,,left,happy,,,"분, 분명히 다른 방법이 있을 거야! 모두 힘을 내면!",,,,,,,,,
16,,,케사스,,right,fury,,,생각을 거치고 말을 내뱉는 게 어때? 단순히 데데 편을 들려고 떠드는 건 아니겠지?,,,,,,,,,
17,,,케사스,,right,fury,,,그만 인정해. 신의의 수호자는 이 세상에 나타나지 못해.,,,,,,,,,
18,,,케사스,,right,fury,,,우린 실패한 거야!,,,,,,,,,
19,,,,,,,,,,,,2,clear_char,black_in,skip_disable,,,
20,로비,,,,,,,,,,,0.5,skip_disable,,,,,
21,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_ready,,
22,,,,마을 사람들,right,,,,여러분이 빛의 순례를 따르고 있다는 소문은 익히 들었습니다.,bot,,,,,,,,
23,,,,마을 사람들,right,,,,그리고 그런 분들이라면 저희 마을을 구해주실 거라고 믿고 있었고요.,,,,,,,,,
24,,,데데,,left,idle,,,무사하셔서 다행입니다. 제게 도움을 요청하셨던 분이군요.,,,,,,,,,
25,,,,마을 사람들,right,,,,신의의 수호자를 모시는 제단을 몬스터들이 망가트렸다고 들었습니다.,,,,,,,,,
26,,,케사스,,left,fury,,,네. 이 마을을 구하고 여러분을 지킨 덕에 말이죠.,,,,,,,,,
27,,,모코지,,left,idle,,,케사스!,,,,,,,,,
28,,,,마을 사람들,right,,,,네. 잘 알고 있습니다. 하지만 아직 방법은 남아 있습니다.,,,,,,,,,
29,,,고니,,left,fury,,,"방, 방법이라고요?",,,,,,,,,
30,,,,마을 사람들,right,,,,모든 제단은 사실 수호자를 모시기 위해 만든 건물이 아닙니다.,,,,,,,,,
31,,,,마을 사람들,right,,,,"즉, 그 제단은 신의의 수호자를 추앙하기 위해 만든 것일 뿐?",,,,,,,,,
32,,,,마을 사람들,right,,,,신의의 수호자가 머무는 공간은 이 세상 모든 곳에 존재합니다.,,,,,,,,,
33,,,데데,,left,idle,,,그렇다면? 그 말의 뜻은?,,,,,,,,,
34,,,고니,,left,happy,,,데데! 신의의 수호자를 부를 수 있어. 아직 끝이 아니야!,,,,,,,,,
35,,,,,,,,,,,,1,black_in,skip_disable,,,,
