page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;어둠의 예지,skip_disable,,,,
2,챕터6,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,다크닉스,불완전한 다크닉스,right,,,,크오오오!,,,,,,,,,efx_story_fury
4,,,고니,,left,fury,,,뭐? 이런 말도 안 되는 힘이?,,,,,,,,,
5,,,케사스,,left,fury,,,이딴 녀석을… 이걸 어떻게 이기라는 거야?,,,,,,,,,
6,,,두른,,left,fury,,,이건 반칙이잖아. 이런 무지막지한 힘을 사용하는 적이라니..,,,,,,,,,
7,,,모코지,,left,sorrow,,,"모, 모두 힘을 내요. 여기서 죽을 순 없잖아요!",,,,,,,,,
8,,,검은로브 보스,,right,,,,끝이다. 이제 네놈들을 모두 저승으로 보내주마!!,,,,,,,,,
9,,,누리,,left,fury,,,기다려. 네가 원하던 건 나잖아. 이 사람들은 해치지 말아줘.,,,,,,,,,
10,,,누리,,left,fury,disappear_side,,,,,1,skip_disable,clear_text,,,,
11,,,모코지,,right,sorrow,,,"안돼요, 누리 님!",,,,,,,,,
12,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
13,,,,,,,,,,,,1,fadeout,skip_disable,,,,
14,,,검은로브 보스,,right,,,,크하하하. 걸작이군. 고귀한 희생인가?,,,,,,,,,
15,,,검은로브 보스,,right,,,,그래. 네놈이 저 머저리들보단 조금 낫겠지.,,,,,,,,,
16,,,검은로브 보스,,right,,,,희망을 짓밟는 것. 빛을 어둠에 물들이는 것. 그것만큼 즐거운 것은 없다.,,,,,,,,,
17,,,검은로브 보스,,right,,,,"좋아 약속하지. 네놈의 목숨을 바친다면, 저 무능한 자들의 목숨은 연명해주마.",,,,,,,,,
18,,,고니,,left,fury,,,"안돼요, 누리 님! 저 녀석이 약속을 들어줄 리 없다고요!",,,,,,,,,
19,,,검은로브 보스,,right,,,,반쪽의 마신이여. 저 어리석은 자의 생명을 빼앗아. 이 세상에 완전한..,,,,,,,,,
20,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
21,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_lobby,,
