page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;기억의 메아리,skip_disable,,,,
2,챕터10,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,퀸즈 라미아,,right,,,,"크윽! 이 버러지 같은 놈들, 내가 너희에게 당할 줄 아느냐!",,,,,,,,,
4,,,퀸즈 라미아,,right,,disappear_side,,,,,1,skip_disable,clear_text,,,,
5,,,고니,,left,fury,,,도망치면서 말이 많구나!,,,,,,,,,
6,,,누리,,left,fury,appear_side,,어서 쫓아가자! 이대로 두면 성지가!,,,,,,,,,
7,,,,,,,,,,,,0.5,skip_disable,flash,clear_text,,,
8,,,,,,,,,,,,0.5,skip_disable,flash,shaking,,,
9,,,누리,,left,fury,,,으윽..,,,,,,,,,
10,,,데데,,right,idle,,,"누리 님, 괜찮아요?",,,,,,,,,
11,,,누리,,left,fury,,,머리에 통증이..,,,,,,,,,
12,,,모코지,,right,sorrow,,,"스, 스승님, 어떻게 해야 하죠?",,,,,,,,,
13,,,두른,,left,idle,,,어쩌면... 기억이 돌아오고 있는 건지도 모르겠군.,,,,,,,,,
14,,,데데,,right,thought,,,네? 정말인가요?,,,,,,,,,
15,,,두른,,left,idle,,,그냥 추측해 본 거야. 난 마공학자이지 의사가 아니라고.,,,,,,,,,
16,,,두른,,left,idle,,,누리 님은 기억이 돌아올 때마다 몸에 심한 부담을 느껴왔으니까.,,,,,,,,,
17,,,데데,,right,sorrow,,,"누리 님, 조금만 쉬었다 갈까요?",,,,,,,,,
18,,,누리,,left,fury,,,괜찮아. 어서 가자. 검은로브를 어떻게든 막아야 해.,,,,,,,,,
19,,,누리,,left,fury,,,그리고 내 기억을 되찾고 싶어.,,,,,,,,,
20,,,데데,,right,thought,,,"알겠어요. 하지만, 더 버틸 수 없다면 언제든 제게 말씀하세요.",,,,,,,,,
21,,,데데,,right,thought,disappear_side,,,,,0.5,skip_disable,clear_text,,,,
22,,,누리,,left,fury,disappear_side,,,,,0.5,skip_disable,,,,,
23,,,두른,,right,fury,,,흐음..,,,,,,,,,
24,,,모코지,,left,thought,,,"스승님, 왜 그런 표정을?",,,,,,,,,
25,,,두른,,right,fury,,,아니야.. 이 고민은 나중에 여유가 있을 때 말해줄게..,,,,,,,,,
26,,,,,,,,,,,,1,black_in,skip_disable,,,,
