page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;마력의 지역,skip_disable,,,,
2,챕터12,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,맹독 거미여왕,,left,,,,"자, 여기 제물들을 가져왔다. 그럼 네가 약속한 힘을 내놓으실까?",,,,,,,,,
4,,,검은로브 보스,,right,,,,"어디 보자… 질 좋은 제물들이구나, 허나 수가 적은 게 아쉽구나.",,,,,,,,,
5,,,맹독 거미여왕,,left,,,,나한테 이래라 저래라 하지마라! 그럼 그 이상한 기계나 더 만들던가!,,,,,,,,,
6,,,검은로브 보스,,right,,,,"후후, 물론 만들 거다. 그저 시간이 걸릴 뿐.",,,,,,,,,
7,,,검은로브 보스,,right,,,,이것은 위대한 역사의 시작을 위한 제물.,,,,,,,,,
8,,,검은로브 보스,,right,,,,"이제 곧 빛의 시대는 끝나고, 어둠의 시대가 열릴 것이다.",,,,,,,,,
9,,,검은로브 보스,,right,,,,네게 그 첫 장의 장식할 영광을 주도록 하지.,,,,,,,,,
10,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
11,챕터6,,,,,,,,,,,0.5,skip_disable,,,,,
12,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_everyday,,
13,,,고니,,left,thought,,,조금 버거운 걸? 생각보다 훨씬 강한 몬스터가 나오는 것 같아.,,,,,,,,,
14,,,케사스,,right,idle,,,네 녀석이 실력이 모자란 덕에 몬스터가 강하다고 느껴진 거겠지.,,,,,,,,,
15,,,고니,,left,fury,,,"뭐, 뭐라고? 말 다했어?",,,,,,,,,
16,,,데데,,right,idle,,,둘 다 진정해요. 고니 님의 말도 일리는 있어요. 확실히 몬스터가 전보다 강해졌어요.,,,,,,,,,
17,,,모코지,,left,thought,,,아마도... 근처에 강력한 마력의 존재 덕에 힘이 더 강해진 것일지도 모르죠.,,,,,,,,,
18,,,두른,,right,idle,,,"즉, 몬스터가 버거워질수록 우린 그 불명의 존재에 가까워지고 있단 소리군.",,,,,,,,,
19,,,모코지,,left,thought,,,"안타까운 말이지만, 스승님 말이 맞는 것 같아요. 마력의 흐름도 더 강해지고 있고요.",,,,,,,,,
20,,,데데,,right,idle,,,누리 님. 몸은 어떠세요? 머리가 어지럽진 않으시죠?,,,,,,,,,
21,,,누리,,left,thought,,,.....,,,,,,,,,
22,,,모코지,,right,idle,,,누리 님?,,,,,,,,,
23,,,누리,,left,idle,,,"어엇..? 거, 걱정하지 마. 이것 봐, 이렇게 쌩쌩한 걸?",,,,,,,,,
24,,,두른,,right,fury,,,흐음..,,,,,,,,,
25,,,,,,,,,,,,1,black_in,skip_disable,,,,
