page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;거대한 악의,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,모코지,,left,thought,,,스승님.,,,,,,,,,
4,,,두른,,right,fury,,,음? 뭔가 하고 싶은 말이 있는 거야?,,,,,,,,,
5,,,모코지,,left,idle,,,역시 뭔가 짚이는 구석이 있으신 거죠? 홀로 남으셔서 뭔가를 조사하셨잖아요.,,,,,,,,,
6,,,두른,,right,happy,,,"스승이 제자의 성장을 보면 기뻐해야 정상이지만, 이럴 때 보면 넌 참 무섭다니까.",,,,,,,,,
7,,,두른,,right,idle,,,전에 검은로브가 억지로 어둠의 수호자를 깨웠던 일을 기억하지?,,,,,,,,,
8,,,모코지,,left,thought,,,네. 불완전한.. 아주 끔찍한 괴물이 태어났죠.,,,,,,,,,
9,,,두른,,right,idle,,,그때 이후로도 몬스터의 마력은 여전히 어디 론가로 흘러가고 있었어.,,,,,,,,,
10,,,두른,,right,fury,,,자연에 스며들지 않고 확고한 목적성을 띄운 채 말이야.,,,,,,,,,
11,,,모코지,,left,fury,,,설마..?,,,,,,,,,
12,,,두른,,right,idle,,,말했잖아. 검은로브와 몬스터 무리의 숫자는 이미 우리를 압도하고 있어.,,,,,,,,,
13,,,두른,,right,idle,,,그런데 어째서 긴 시간을 소비하며 전쟁을 이어가고 있는 걸까?,,,,,,,,,
14,,,모코지,,left,fury,,,전쟁을 이용해 계속 다크닉스를 부활시키고 있었던 거군요.,,,,,,,,,
15,,,두른,,right,fury,,,아마 검은로브는 다크닉스를 부활시킬 마력을 충분히 모았다고 생각해.,,,,,,,,,
16,,,두른,,right,fury,,,녀석이 깨어난다면 우리가 상상도 못 할 마력의 파도가 이 세상을 뒤흔들 거야.,,,,,,,,,
17,,,두른,,right,fury,,,마력이 과부화 된다면 대부분의 마공학 장비가 제 기능을 할 수 없겠지.,,,,,,,,,
18,,,두른,,right,fury,,,이 테이머 암즈 또한 마공학으로 만든 장비라는 걸 잊지 마. 모코지.,,,,,,,,,
19,,,모코지,,left,fury,,,그렇다면.. 녀석들이 노리는 건..?,,,,,,,,,
20,,,두른,,right,fury,,,고니와 케사스는 이미 테이머 연합군에 합류하기 위해 출발했지?,,,,,,,,,
21,,,두른,,right,fury,,,내 발명품이 있는 엘피스 가야 해. 그곳에 이런 일을 대비해서 만든 녀석이 있으니까.,,,,,,,,,
22,,,두른,,right,fury,,,어서 움직이자고. 스승이 가는 길을 제자가 안 따라 올리는 없겠지?,,,,,,,,,
23,,,,,,,,,,,,1,black_in,skip_disable,,,,
