page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;그리고 가장 큰 희망이 있었다.,skip_disable,,,,
2,,,,,,,,,,,,0.3,skip_disable,,,bgm_sorrow,,
3,챕터7,,케사스,,right,fury,,,"""A포인트로 몬스터를 유인해주세요. 그다음 댐을 무너뜨려 길을 끊겠어요!""",,,,,,,,,
4,,,거대한 빛,,left,idle,,,[그 고통 속에서 타오르기 시작한 지혜가],,bold_italic,,,,,,,
5,,,데데,,right,fury,,,“아뇨! 저희는 아직 지지 않았어요! 아무리 작은 빛이라도 빛은 절대 어둠에 지지 않아요! ”,,,,,,,,,
6,,,거대한 빛,,left,idle,,,[그 속박 속에서 타오르기 시작한 신의가],,bold_italic,,,,,,,
7,,,고니,,right,idle,,,“아직이다! 이 고니님을 쓰러뜨리기엔 한참 모자라!”,,,,,,,,,
8,,,거대한 빛,,left,idle,,,[그 절망 속에서 타오르기 시작한 용기가],,bold_italic,,,,,,,
9,,,거대한 빛,,left,idle,,,[그 모든것이 바로 너다],,bold_italic,,,,,,,
10,,,,,,,,,작은 용은 펼쳐져있는 수많은 세계를 바라보았다. ,,narrate,,,,,,,
11,,,,,,,,,아무리 잔혹해도 아무리 괴로워도 빛나고 있는 그들은 너무나도 아름다웠다.,,narrate,,,,,,,
12,,,거대한 빛,,left,idle,,,"[결코 지혜를, 신의를, 용기를 잃지 않는 희망이 바로 너다]",,bold_italic,,,,,,,
13,,,작은 용,,right,idle,,,"""나는...""",,,,,,,,,
14,,,거대한 빛,,left,idle,,,[너는 스스로 깨달아야한다. 희망의 빛이여],,bold_italic,,,,,,,
15,,,작은 용,,right,idle,,,[두근...두근...두근],,,,,,,,,
16,,,,,,,,,"시끄러운 함성소리가 작은 용의 귓가를 맴돌았지만,",,,,,,,,,
17,,,,,,,,,이 세상에 작은 용 혼자인듯... 작은 용은 자신의 고동소리에 집중 했다.,,,,,,,,,
18,,,작은 용,,right,fury,,,"""나는...........!!!!!!!!""",,,,,,,,,
19,,,,,,,,,"작은 용, 아니 고대신룡은 자신의 안에서 맥동하는 힘을 느꼈다.",,,,,,,,,
20,,,,,,,,,태초의 빛이 약동했다.,,narrate,,,,,,,
21,,,,,,,,,"어둠속에서, 고통속에서, 혼돈 속에서 자그마한 빛이 점점 커지기 시작했다.",,narrate,,,,,,,
22,,,,,,,,,이윽고 그 빛은 그 모든것을 밝히고 따스하게 감싸안는다.,,narrate,,,,,,,
23,,,,,,,,,,,,1,clear_all,white_in,skip_disable,bgm_dungeon_special,,
24,,,,,,,,,,,,1,fadeout,skip_disable,,,,
25,,,고대신룡,,right,fury,,,"""고대신룡이다!!!!""",,,,,,,,,
26,,,,,,,,,"빛의 수호자, 모든 어둠의 심판자로서 고대신룡은 자신의 사명을 받아들였다.",,narrate,,,,,,,
27,,,,,,,,,"하지만 마지막으로, 한가지 남은 의문이 있다.",,narrate,,,,,,,
28,,,고대신룡,,right,idle,,,"""당신은 누구십니까?""",,,,,,,,,
29,,,거대한 빛,,left,idle,,,[나는 너다],,bold_italic,,,,,,,
30,,,거대한 빛,,left,idle,,,"[아모르의 첫 번째 자손이며, 우주 전체를 아우르는 빛이다]",,bold_italic,,,,,,,
31,,,거대한 빛,,left,idle,,,"[모든 시간과 공간에서, 가장 위대한 빛의 수호자다]",,bold_italic,,,,,,,
32,,,거대한 빛,,left,idle,,,[세상에 존재하는 모든 어둠을 심판하는 이다],,bold_italic,,,,,,,
33,,,거대한 빛,,left,idle,,,[하지만 이곳에서 굳이 네가 나를 칭한다면... 그렇구나],,bold_italic,,,,,,,
34,,,,,,,,,강한 빛이 모습을 드러냈다.,,narrate,,,,,,,
35,,,,,,,,,,,,1,clear_all,white_in,skip_disable,,,
36,,,,,,,,,,,,1,fadeout,skip_disable,,,,
37,태초의 고대신룡 노출,,,,,,,,,,,3,,,,,,
38,,,태초의 고대신룡,,left,idle,,,[너는 나를 태초의 고대신룡이라 부를 수 있겠군],,italic,,,,,,,
39,,,태초의 고대신룡,,left,idle,,,"[고대신룡이여, 마지막 시련이다. 이 세상의 수호자로서의 빛을 증명하라!]",,italic,,,,,,,
40,,,,,,,,,,,,1,black_in,skip_disable,,,,
