page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;전문가,skip_disable,,,,
2,,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,챕터2,,고니,,left,thought,,,정말? 모코지 님이 마을을 구할 수 있을까?,,,,,,,,,
4,,,데데,,right,idle,,,그럼요. 마을을 구할 수 있을 거예요. 아니 반드시 그래야 해요.,,,,,,,,,
5,,,데데,,right,happy,,,모코지 님이 해낼 걸 믿기에 지금 저희가 싸우고 있는 거니까요.,,,,,,,,,
6,,,고니,,left,idle,,,응! 데데 말이 맞아. 믿겠다고 말하곤 내가 이런 약한 소리를 하면 안되지!,,,,,,,,,
7,,,,,,,,,,,,1.5,clear_all,black_in,skip_disable,,,
8,,,,,,,,,,,,1,fadeout,skip_disable,,,,
9,,,검은로브,,right,,,,크크크. 도착했군. 순순히 위대한 어둠의 신에게 복종해라.,,,,,,,bgm_dungeon_special,,
10,,,검은로브,,right,,,,음? 어째서 너희 밖에 오지 않은 거지?,,,,,,,,,
11,,,고니,,left,fury,,,몰라서 물어? 악당치고는 눈치가 너무 둔하잖아.,,,,,,,,,
12,,,데데,,left,fury,,,저희는 항복하지 않아요. 빛의 순례길도 포기하지 않을 거예요.,,,,,,,,,
13,,,,,,,,,,,,1.5,clear_all,black_in,skip_disable,,,
14,로비,,,,,,,,,,,0.5,skip_disable,,,,,
15,,,,,,,,,,,,1,fadeout,skip_disable,,,,
16,,,누리,,right,idle,,,"케사스는 제가 불렀으니, 곧 마을로 돌아와 모코지 님을 도울 거예요.",,,,,,,,,
17,,,누리,,right,thought,,,"모코지 님, 그럼 저는? 그동안 마을 사람들을 피신시키면 될까요?",,,,,,,,,
18,,,모코지,,left,sorrow,,,.....,,,,,,,,,
19,,,누리,,right,idle,,,"모, 모코지 님?",,,,,,,,,
20,,,모코지,,left,sorrow,,,"솔, 솔직히.. 자신이 없어요. 발화 마탄은 제가 만든 게 맞지만?",,,,,,,bgm_sorrow,,
21,,,모코지,,left,sorrow,,,남들 앞에서 으스대기 위해.. 전 볼품없는 오기를 부린 걸지도 몰라요.,,,,,,,,,
22,,,누리,,right,sorrow,,,.....,,,,,,,,,
23,,,누리,,right,idle,,,"아뇨, 오기가 아니에요. 모코지 님의 눈을 보면 잘 알 수 있어!",,,,,,,,,
24,,,모코지,,left,sorrow,,,"제, 제 눈이요?",,,,,,,,,
25,,,누리,,right,idle,,,네! 전 그 눈에 담긴 진심을 알고 있어요. 용기를 내세요.,,,,,,,,,
26,,,누리,,right,idle,,,"모코지 님은 할 수 있어요. 모두가 그렇게 믿고, 저 또한 모코지 님을 믿고 있어요.",,,,,,,,,
27,,,모코지,,left,sorrow,,,.....,,,,,,,,,
28,,,모코지,,left,idle,,,알겠습니다. 최선을 다해 볼게요!,,,,,,,,,
29,,,,,,,,,,,,1,black_in,skip_disable,,,,
