page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;어둠의 수호자,skip_disable,,,,
2,챕터12,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,검은로브 보스,,right,,,,"드디어 때가 됐다. 깨어나라, 어둠의 수호자!",,,,,,,,,
4,,,검은로브 보스,,right,,,,이 세상을 어둠으로 물들이는! 신에 대적하는 파멸의 마신이!!,,,,,,,,,
5,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
6,눈을뜨는다크닉스,,,,,,,,,,,0.5,skip_disable,,,,,
7,,,,,,,,,,,,1,fadeout,skip_disable,,,,
8,,,,,,,,,,,,1.5,skip_disable,shaking,,,,efx_story_fury
9,,,부활한 다크닉스,,right,,,,"[나를 깨운 자여, 이 어리석고 하찮은 미물이여 욕망이 이토록 집요하다니.]",,italic,,,,,,,
10,,,검은로브 보스,,left,,,,"자, 어둠의 수호자여! 우리의 염원인 이 세상을 네 힘으로 파괴해다오!",,,,,,,,,
11,,,부활한 다크닉스,,right,,,,[크크크크? 크하하하!],,italic,,,,,,,
12,,,검은로브 보스,,left,,,,왜 웃는가 어둠의 수하자여!,,,,,,,,,
13,,,부활한 다크닉스,,right,,,,[좋다. 네 소원을 들어주마. 이 세상의 모든 생명을 피와 절규로 인도하겠다.],,italic,,,,,,,
14,,,부활한 다크닉스,,right,,,,[우선은 네놈을 포함한 이 하찮은 미물들을 먹이로 삼아주지.],,italic,,,,,,,
15,,,검은로브 보스,,left,,,,나.. 나는 네놈을 부활시키고자 하는 사명을 받은 검은로브란 말이다!,,,,,,,,,
16,,,부활한 다크닉스,,right,,,,[난 누구도 의지하지 않는다. 그리고 누구도 동료로 여기지 않는다.],,italic,,,,,,,
17,,,부활한 다크닉스,,right,,,,[네놈들은 내 먹잇감이며 이 세상은 내 분노로 사라질 공허한 가치일 뿐.],,italic,,,,,,,
18,,,검은로브 보스,,left,,,,"아, 아니야! 이, 이건! 흐흐아아아악!",,,,,,,,,
19,,,검은로브 보스,,left,,,,,,,0.5,skip_disable,flash,clear_text,,,
20,,,검은로브 보스,,left,,,,,,,0.5,skip_disable,flash,shaking,,,
21,,,검은로브 보스,,left,,disappear_down,,,,,1.5,skip_disable,,,,,
22,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
23,로비,,,,,,,,,,,0.5,skip_disable,,,,,
24,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
25,,,모코지,,left,fury,,,스승님. 이 괴성은 설마?,,,,shaking,,,,,efx_story_fury
26,,,두른,,right,fury,,,"모코지, 곧 마력의 충격파가 세상을 뒤덮을 거야. 어금니 꽉 깨물라고!",,,,,,,,,
27,,,모코지,,left,fury,,,네? 그게 무슨..,,,,,,,,,
28,,,모코지,,left,fury,,,,,,0.5,skip_disable,shaking,clear_text,,,
29,,,모코지,,left,fury,,,꺄아악!,,,,shaking,,,,,
30,,,두른,,right,fury,,,,,,0.5,skip_disable,shaking,clear_text,,,
31,,,두른,,right,fury,,,"엄, 엄청난 힘이야! 도저히 드래곤이라고 생각되지 않아. 이건 마치 신의 힘 같은!",,,,shaking,,,,,
32,,,두른,,right,fury,,,,,,0.5,skip_disable,shaking,clear_text,,,
33,,,두른,,right,fury,,,"말, 말도 안 돼! 마력을 방출하는 것만으로 칠흑의 성채를 날려버렸다고?",,,,shaking,,,,,
34,,,,,,,,,,,,1,black_in,skip_disable,,,,
