page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;마력의 흐름,skip_disable,,,,
2,챕터4,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,고니,,left,happy,,,좋아! 고니 님의 완벽한 솜씨로 몬스터 무리는 전멸 했습니다!,,,,,,,,,
4,,,케사스,,right,idle,,,마치 혼자서 이 많은 몬스터 무리를 물리쳤다는 오만한 발언 같은데?,,,,,,,,,
5,,,고니,,left,thought,,,"그, 그럼 몬스터 무리에서 무리는 일단 뺴는 걸로.",,,,,,,,,
6,,,케사스,,right,idle,,,네가 겸손한 척을 하는 걸 보니 내일 조만간 뭔 일이 일어날 것 같군.,,,,,,,,,
7,,,고니,,left,happy,,,오~ 날 칭찬해주는 거야? 고마워 케사스,,,,,,,,,
8,,,케사스,,right,fury,shaking,진동/카메라쉐이크1초 대기,바보야. 이건 칭찬이 아니야!,,,,,,,,,
9,,,데데,,left,idle,,,자~ 돌아갈 준비를 하죠. 마침 가까운 곳에 마을이 있는 것 같아요.,,,,,,,,,
10,,,데데,,left,idle,,,모두들 정비를 마치는 대로 바로 용기의 제단으로 향하죠.,,,,,,,,,
11,,,모코지,,right,thought,,,.....,,,,,,,,,
12,,,누리,,left,idle,,,모코지 님? 무슨 문제가 있나요?,,,,,,,,,
13,,,모코지,,right,thought,,,문제 라기보다는 계속 의문이 드네요.,,,,,,,,,
14,,,누리,,left,thought,,,전투 중에 무슨 의심쩍은 일이 있었나요?,,,,,,,,,
15,,,모코지,,right,thought,,,몬스터는 본래 사악한 마력으로 만들어진 존재.,,,,,,,,,
16,,,모코지,,right,thought,,,"힘을 다하면, 마력으로 변해 이 세상을 구성하는 자연으로 돌아가죠.",,,,,,,,,
17,,,누리,,left,thought,,,"네, 저도 그렇게 알고 있어요. 근데 그게 무슨 문제라도?",,,,,,,,,
18,,,모코지,,right,fury,,,"누리 님도 보시지 않았나요? 몬스터를 물리쳤을 때, 평소와는 달랐어요.",,,,,,,,,
19,,,모코지,,right,fury,,,몬스터의 마력이 모두 어디론가 방향성을 지닌 체 흘러 사라졌어요.,,,,,,,,,
20,,,모코지,,right,fury,,,마치 자연이 아닌 그 마력이 흡수될 장소가 있는 것처럼 말이죠.,,,,,,,,,
21,,,누리,,left,thought,,,확실히 그렇군요.,,,,,,,,,
22,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
23,챕터12,,,,,,,,,,,0.5,skip_disable,,,bgm_dungeon_boss,,
24,,,,,,,,2초 대기,,,,1,fadeout,skip_disable,,,,
25,,,용암 거미여왕,,right,,,,"오호라, 이게 그 알인가 보군.",,,,,,,,,
26,,,용암 거미여왕,,right,,,,근데 그냥 넘기기에는 너무 아깝잖아?,,,,,,,,,
27,,,용암 거미여왕,,right,,,,이 녀석의 힘만 있다면…,,,,,,,,,
28,,,용암 거미여왕,,right,,,,그 재수 없는 까마귀 녀석들한테 머리를 숙일 필요도 없겠지. 호호호호!,,,,,,,,,
29,,,용암 거미여왕,,right,,disappear_side,,,,,1,skip_disable,clear_text,,,,
30,,,,,,,,,,,,1,black_in,skip_disable,,,,
